il;ilce;hayvan;buyukbas_kucukbas_kanatli_diger;hayvan_sayisi_adet;atik_miktari_ton;enerji_esdegeri_tep_yil
Adýyaman;Çelikhan;ÖRDEK;Kanatlý Hayvan;0;0;0
Adýyaman;Gerger;ÖRDEK;Kanatlý Hayvan;100;46207;46054
Adýyaman;Gölbaþý;ÖRDEK;Kanatlý Hayvan;130;46028;46143
Adýyaman;Kahta;ÖRDEK;Kanatlý Hayvan;300;14;46145
Adýyaman;Merkez;ÖRDEK;Kanatlý Hayvan;620;29;46088
Adýyaman;Samsat;ÖRDEK;Kanatlý Hayvan;600;46050;7
Adýyaman;Sincik;ÖRDEK;Kanatlý Hayvan;37;46204;0,4
Adýyaman;Tut;ÖRDEK;Kanatlý Hayvan;70;46084;0,8
Adýyaman;Besni;YUMURTA TAVUÐU;Kanatlý Hayvan;15310;838,2;209,6
Adýyaman;Çelikhan;YUMURTA TAVUÐU;Kanatlý Hayvan;850;46,5;46184
Adýyaman;Gerger;YUMURTA TAVUÐU;Kanatlý Hayvan;8100;443,5;110,9
Adýyaman;Gölbaþý;YUMURTA TAVUÐU;Kanatlý Hayvan;19200;1051,2;262,8
Adýyaman;Kahta;YUMURTA TAVUÐU;Kanatlý Hayvan;85000;4653,8;1163,6
Adýyaman;Merkez;YUMURTA TAVUÐU;Kanatlý Hayvan;45700;2502,1;625,6
Adýyaman;Samsat;YUMURTA TAVUÐU;Kanatlý Hayvan;11000;602,3;150,6
Adýyaman;Sincik;YUMURTA TAVUÐU;Kanatlý Hayvan;10000;547,5;136,9
Adýyaman;Tut;YUMURTA TAVUÐU;Kanatlý Hayvan;7500;410,6;102,7
Afyonkarahisar;Baþmakçý;AT;Büyükbaþ Hayvan;45;246,4;46082
Afyonkarahisar;Bayat;AT;Büyükbaþ Hayvan;12;65,7;0,4
Afyonkarahisar;Bolvadin;AT;Büyükbaþ Hayvan;113;618,7;46084
Afyonkarahisar;Çay;AT;Büyükbaþ Hayvan;73;399,7;46024
Afyonkarahisar;Çobanlar;AT;Büyükbaþ Hayvan;6;32,9;0,2
Afyonkarahisar;Dazkýrý;AT;Büyükbaþ Hayvan;36;197,1;46023
Afyonkarahisar;Dinar;AT;Büyükbaþ Hayvan;40;219;46054
Afyonkarahisar;Emirdað;AT;Büyükbaþ Hayvan;38;208,1;46023
Afyonkarahisar;Evciler;AT;Büyükbaþ Hayvan;7;38,3;0,2
Afyonkarahisar;Hocalar;AT;Büyükbaþ Hayvan;17;93,1;0,5
Afyonkarahisar;Ýhsaniye;AT;Büyükbaþ Hayvan;86;470,9;46144
Afyonkarahisar;Ýscehisar;AT;Büyükbaþ Hayvan;18;98,6;0,5
Afyonkarahisar;Kýzýlören;AT;Büyükbaþ Hayvan;30;164,3;0,9
Afyonkarahisar;Merkez;AT;Büyükbaþ Hayvan;132;722,7;46268
Afyonkarahisar;Sandýklý;AT;Büyükbaþ Hayvan;80;438;46083
Afyonkarahisar;Sinanpaþa;AT;Büyükbaþ Hayvan;235;1286,6;46271
Afyonkarahisar;Þuhut;AT;Büyükbaþ Hayvan;102;558,5;3
Afyonkarahisar;Sultandaðý;AT;Büyükbaþ Hayvan;71;388,7;46024
Afyonkarahisar;Baþmakçý;EÞEK;Büyükbaþ Hayvan;220;602,3;46266
Afyonkarahisar;Bayat;EÞEK;Büyükbaþ Hayvan;201;550,2;46235
Afyonkarahisar;Bolvadin;EÞEK;Büyükbaþ Hayvan;138;377,8;46054
Afyonkarahisar;Çay;EÞEK;Büyükbaþ Hayvan;134;366,8;46054
Afyonkarahisar;Çobanlar;EÞEK;Büyükbaþ Hayvan;32;87,6;0,3
Afyonkarahisar;Dazkýrý;EÞEK;Büyükbaþ Hayvan;43;117,7;0,4
Afyonkarahisar;Dinar;EÞEK;Büyükbaþ Hayvan;236;646,1;46024
Afyonkarahisar;Emirdað;EÞEK;Büyükbaþ Hayvan;380;1040,3;46084
Afyonkarahisar;Evciler;EÞEK;Büyükbaþ Hayvan;23;63;0,2
Afyonkarahisar;Hocalar;EÞEK;Büyükbaþ Hayvan;764;2091,5;46209
Afyonkarahisar;Ýhsaniye;EÞEK;Büyükbaþ Hayvan;170;465,4;46143
Afyonkarahisar;Ýscehisar;EÞEK;Büyükbaþ Hayvan;157;429,8;46113
Afyonkarahisar;Kýzýlören;EÞEK;Büyükbaþ Hayvan;90;246,4;0,8
Afyonkarahisar;Merkez;EÞEK;Büyükbaþ Hayvan;350;958,1;46025
Afyonkarahisar;Sandýklý;EÞEK;Büyükbaþ Hayvan;670;1834,1;46270
Afyonkarahisar;Sinanpaþa;EÞEK;Büyükbaþ Hayvan;350;958,1;46025
Afyonkarahisar;Þuhut;EÞEK;Büyükbaþ Hayvan;164;449;46113
Afyonkarahisar;Sultandaðý;EÞEK;Büyükbaþ Hayvan;77;210,8;0,7
Afyonkarahisar;Baþmakçý;KATIR;Büyükbaþ Hayvan;7;46233;0,1
Afyonkarahisar;Dazkýrý;KATIR;Büyükbaþ Hayvan;4;46159;0,1
Afyonkarahisar;Dinar;KATIR;Büyükbaþ Hayvan;3;46035;0,1
Afyonkarahisar;Hocalar;KATIR;Büyükbaþ Hayvan;17;74,5;0,3
Afyonkarahisar;Merkez;KATIR;Büyükbaþ Hayvan;4;46159;0,1
Afyonkarahisar;Sandýklý;KATIR;Büyükbaþ Hayvan;16;70,1;0,3
Afyonkarahisar;Bayat;MANDA;Büyükbaþ Hayvan;2;46187;0,1
Afyonkarahisar;Bolvadin;MANDA;Büyükbaþ Hayvan;278;2029,4;46068
Afyonkarahisar;Çay;MANDA;Büyükbaþ Hayvan;2034;14848,2;111,3
Afyonkarahisar;Emirdað;MANDA;Büyükbaþ Hayvan;2;46187;0,1
Afyonkarahisar;Ýhsaniye;MANDA;Büyükbaþ Hayvan;104;759,2;46208
Afyonkarahisar;Merkez;MANDA;Büyükbaþ Hayvan;3751;27382,3;205,2
Afyonkarahisar;Sinanpaþa;MANDA;Büyükbaþ Hayvan;600;4380;32,8
Afyonkarahisar;Þuhut;MANDA;Büyükbaþ Hayvan;29;211,7;46174
Afyonkarahisar;Sultandaðý;MANDA;Büyükbaþ Hayvan;40;292;46055
Afyonkarahisar;Baþmakçý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;12508;114135,5;916,5
Afyonkarahisar;Bayat;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2480;22630;181,7
Afyonkarahisar;Bolvadin;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;26709;243719,6;1957,1
Afyonkarahisar;Çay;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;23930;218361,3;1753,5
Afyonkarahisar;Çobanlar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1415;12911,9;103,7
Afyonkarahisar;Dazkýrý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7359;67150,9;539,2
Afyonkarahisar;Dinar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;17756;162023,5;1301,1
Afyonkarahisar;Emirdað;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;11415;104161,9;836,4
Afyonkarahisar;Evciler;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;10807;98613,9;791,9
Afyonkarahisar;Hocalar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4733;43188,6;346,8
Afyonkarahisar;Ýhsaniye;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;23313;212731,1;1708,3
Afyonkarahisar;Ýscehisar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7970;72726,3;584
Afyonkarahisar;Kýzýlören;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1270;11588,8;93,1
Afyonkarahisar;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;47194;430645,3;3458,2
Afyonkarahisar;Sandýklý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;24925;227440,6;1826,4
Afyonkarahisar;Sinanpaþa;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;27915;254724,4;2045,5
Afyonkarahisar;Þuhut;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;25314;230990,3;1854,9
Afyonkarahisar;Sultandaðý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6422;58600,8;470,6
Afyonkarahisar;Baþmakçý;SIÐIR (MELEZ);Büyükbaþ Hayvan;3068;20156,8;129,5
Afyonkarahisar;Bayat;SIÐIR (MELEZ);Büyükbaþ Hayvan;643;4224,5;46049
Afyonkarahisar;Bolvadin;SIÐIR (MELEZ);Büyükbaþ Hayvan;6455;42409,4;272,4
Afyonkarahisar;Çay;SIÐIR (MELEZ);Büyükbaþ Hayvan;5950;39091,5;251,1
Afyonkarahisar;Çobanlar;SIÐIR (MELEZ);Büyükbaþ Hayvan;9735;63959;410,9
Afyonkarahisar;Dazkýrý;SIÐIR (MELEZ);Büyükbaþ Hayvan;1944;12772,1;82,1
Afyonkarahisar;Dinar;SIÐIR (MELEZ);Büyükbaþ Hayvan;4220;27725,4;178,1
Afyonkarahisar;Emirdað;SIÐIR (MELEZ);Büyükbaþ Hayvan;2819;18520,8;119
Afyonkarahisar;Evciler;SIÐIR (MELEZ);Büyükbaþ Hayvan;1997;13120,3;84,3
Afyonkarahisar;Hocalar;SIÐIR (MELEZ);Büyükbaþ Hayvan;2546;16727,2;107,5
Afyonkarahisar;Ýhsaniye;SIÐIR (MELEZ);Büyükbaþ Hayvan;4130;27134,1;174,3
Afyonkarahisar;Ýscehisar;SIÐIR (MELEZ);Büyükbaþ Hayvan;2343;15393,5;98,9
Afyonkarahisar;Kýzýlören;SIÐIR (MELEZ);Büyükbaþ Hayvan;112;735,8;46207
Afyonkarahisar;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;12283;80699,3;518,4
Afyonkarahisar;Sandýklý;SIÐIR (MELEZ);Büyükbaþ Hayvan;5143;33789,5;217,1
Afyonkarahisar;Sinanpaþa;SIÐIR (MELEZ);Büyükbaþ Hayvan;10015;65798,6;422,7
Afyonkarahisar;Þuhut;SIÐIR (MELEZ);Büyükbaþ Hayvan;6403;42067,7;270,3
Afyonkarahisar;Sultandaðý;SIÐIR (MELEZ);Büyükbaþ Hayvan;1478;9710,5;62,4
Afyonkarahisar;Baþmakçý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;9;49,3;0,3
Afyonkarahisar;Bayat;SIÐIR (YERLÝ);Büyükbaþ Hayvan;275;1505,6;46030
Afyonkarahisar;Bolvadin;SIÐIR (YERLÝ);Büyükbaþ Hayvan;568;3109,8;46189
Afyonkarahisar;Çay;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2885;15795,4;84,6
Afyonkarahisar;Dazkýrý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;615;3367,1;18
Afyonkarahisar;Dinar;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1435;7856,6;42,1
Afyonkarahisar;Emirdað;SIÐIR (YERLÝ);Büyükbaþ Hayvan;838;4588,1;46197
Afyonkarahisar;Hocalar;SIÐIR (YERLÝ);Büyükbaþ Hayvan;509;2786,8;46279
Afyonkarahisar;Ýhsaniye;SIÐIR (YERLÝ);Büyükbaþ Hayvan;352;1927,2;46091
Afyonkarahisar;Ýscehisar;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1091;5973,2;32
Afyonkarahisar;Kýzýlören;SIÐIR (YERLÝ);Büyükbaþ Hayvan;74;405,2;46055
Afyonkarahisar;Merkez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;5172;28316,7;151,6
Afyonkarahisar;Sandýklý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1161;6356,5;34
Afyonkarahisar;Sinanpaþa;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2270;12428,3;66,5
Afyonkarahisar;Þuhut;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2658;14552,6;77,9
Afyonkarahisar;Sultandaðý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;36;197,1;46023
Afyonkarahisar;Baþmakçý;KEÇÝ (KIL);Küçükbaþ Hayvan;10903;7959,2;46246
Afyonkarahisar;Bayat;KEÇÝ (KIL);Küçükbaþ Hayvan;5798;4232,5;46240
Afyonkarahisar;Bolvadin;KEÇÝ (KIL);Küçükbaþ Hayvan;4647;3392,3;46117
Afyonkarahisar;Çay;KEÇÝ (KIL);Küçükbaþ Hayvan;971;708,8;46023
Afyonkarahisar;Çobanlar;KEÇÝ (KIL);Küçükbaþ Hayvan;1450;1058,5;46204
Afyonkarahisar;Dazkýrý;KEÇÝ (KIL);Küçükbaþ Hayvan;2039;1488,5;46114
Afyonkarahisar;Dinar;KEÇÝ (KIL);Küçükbaþ Hayvan;15618;11401,1;46099
Afyonkarahisar;Emirdað;KEÇÝ (KIL);Küçükbaþ Hayvan;9145;6675,9;46213
Afyonkarahisar;Evciler;KEÇÝ (KIL);Küçükbaþ Hayvan;68;49,6;0,1
Afyonkarahisar;Hocalar;KEÇÝ (KIL);Küçükbaþ Hayvan;9585;6997,1;46064
Afyonkarahisar;Ýhsaniye;KEÇÝ (KIL);Küçükbaþ Hayvan;13568;9904,6;46280
Afyonkarahisar;Ýscehisar;KEÇÝ (KIL);Küçükbaþ Hayvan;10581;7724,1;46124
Afyonkarahisar;Kýzýlören;KEÇÝ (KIL);Küçükbaþ Hayvan;371;270,8;0,4
Afyonkarahisar;Merkez;KEÇÝ (KIL);Küçükbaþ Hayvan;3150;2299,5;46206
Afyonkarahisar;Sandýklý;KEÇÝ (KIL);Küçükbaþ Hayvan;2061;1504,5;46114
Afyonkarahisar;Sinanpaþa;KEÇÝ (KIL);Küçükbaþ Hayvan;800;584;0,9
Afyonkarahisar;Þuhut;KEÇÝ (KIL);Küçükbaþ Hayvan;831;606,6;1
Afyonkarahisar;Sultandaðý;KEÇÝ (KIL);Küçükbaþ Hayvan;4349;3174,8;46027
Afyonkarahisar;Merkez;KEÇÝ (TÝFTÝK);Küçükbaþ Hayvan;250;182,5;0,3
Afyonkarahisar;Sultandaðý;KEÇÝ (TÝFTÝK);Küçükbaþ Hayvan;19;46278;0
Afyonkarahisar;Baþmakçý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;490;536,6;46082
Afyonkarahisar;Bayat;KOYUN (MERÝNOS);Küçükbaþ Hayvan;5160;5650,2;46186
Afyonkarahisar;Bolvadin;KOYUN (MERÝNOS);Küçükbaþ Hayvan;5259;5758,6;46278
Afyonkarahisar;Çay;KOYUN (MERÝNOS);Küçükbaþ Hayvan;6270;6865,7;46158
Afyonkarahisar;Çobanlar;KOYUN (MERÝNOS);Küçükbaþ Hayvan;425;465,4;46023
Afyonkarahisar;Dazkýrý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;1189;1302;46025
Afyonkarahisar;Dinar;KOYUN (MERÝNOS);Küçükbaþ Hayvan;4390;4807,1;46184
Afyonkarahisar;Emirdað;KOYUN (MERÝNOS);Küçükbaþ Hayvan;31063;34014;81,9
Afyonkarahisar;Evciler;KOYUN (MERÝNOS);Küçükbaþ Hayvan;195;213,5;0,5
Afyonkarahisar;Hocalar;KOYUN (MERÝNOS);Küçükbaþ Hayvan;3047;3336,5;8
Afyonkarahisar;Ýhsaniye;KOYUN (MERÝNOS);Küçükbaþ Hayvan;1922;2104,6;46027
Afyonkarahisar;Ýscehisar;KOYUN (MERÝNOS);Küçükbaþ Hayvan;4661;5103,8;46093
Afyonkarahisar;Kýzýlören;KOYUN (MERÝNOS);Küçükbaþ Hayvan;348;381,1;0,9
Afyonkarahisar;Merkez;KOYUN (MERÝNOS);Küçükbaþ Hayvan;4600;5037;46034
Afyonkarahisar;Sandýklý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;5964;6530,6;46218
Afyonkarahisar;Sinanpaþa;KOYUN (MERÝNOS);Küçükbaþ Hayvan;2350;2573,3;46059
Afyonkarahisar;Þuhut;KOYUN (MERÝNOS);Küçükbaþ Hayvan;7536;8251,9;46284
Afyonkarahisar;Sultandaðý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;2607;2854,7;46271
Afyonkarahisar;Baþmakçý;KOYUN (YERLÝ);Küçükbaþ Hayvan;16897;18502,2;44,6
Afyonkarahisar;Bayat;KOYUN (YERLÝ);Küçükbaþ Hayvan;37540;41106,3;99
Afyonkarahisar;Bolvadin;KOYUN (YERLÝ);Küçükbaþ Hayvan;71587;78387,8;188,8
Afyonkarahisar;Çay;KOYUN (YERLÝ);Küçükbaþ Hayvan;34500;37777,5;91
Afyonkarahisar;Çobanlar;KOYUN (YERLÝ);Küçükbaþ Hayvan;34000;37230;89,7
Afyonkarahisar;Dazkýrý;KOYUN (YERLÝ);Küçükbaþ Hayvan;10751;11772,3;46140
Afyonkarahisar;Dinar;KOYUN (YERLÝ);Küçükbaþ Hayvan;67210;73595;177,3
Afyonkarahisar;Emirdað;KOYUN (YERLÝ);Küçükbaþ Hayvan;114150;124994,3;301,1
Afyonkarahisar;Evciler;KOYUN (YERLÝ);Küçükbaþ Hayvan;10407;11395,7;46169
Afyonkarahisar;Hocalar;KOYUN (YERLÝ);Küçükbaþ Hayvan;22485;24621,1;59,3
Afyonkarahisar;Ýhsaniye;KOYUN (YERLÝ);Küçükbaþ Hayvan;41735;45699,8;110,1
Afyonkarahisar;Ýscehisar;KOYUN (YERLÝ);Küçükbaþ Hayvan;27098;29672,3;71,5
Afyonkarahisar;Kýzýlören;KOYUN (YERLÝ);Küçükbaþ Hayvan;5320;5825,4;14
Afyonkarahisar;Merkez;KOYUN (YERLÝ);Küçükbaþ Hayvan;91500;100192,5;241,4
Afyonkarahisar;Sandýklý;KOYUN (YERLÝ);Küçükbaþ Hayvan;41467;45406,4;109,4
Afyonkarahisar;Sinanpaþa;KOYUN (YERLÝ);Küçükbaþ Hayvan;35150;38489,3;92,7
Afyonkarahisar;Þuhut;KOYUN (YERLÝ);Küçükbaþ Hayvan;59931;65624,4;158,1
Afyonkarahisar;Sultandaðý;KOYUN (YERLÝ);Küçükbaþ Hayvan;44565;48798,7;117,6
Afyonkarahisar;Baþmakçý;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Bayat;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Bolvadin;ET TAVUÐU;Kanatlý Hayvan;24000;648;162
Afyonkarahisar;Çay;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Çobanlar;ET TAVUÐU;Kanatlý Hayvan;15000;405;101,3
Afyonkarahisar;Dinar;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Evciler;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Ýhsaniye;ET TAVUÐU;Kanatlý Hayvan;146000;3942;985,7
Afyonkarahisar;Ýscehisar;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Kýzýlören;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Merkez;ET TAVUÐU;Kanatlý Hayvan;46000;1242;310,6
Afyonkarahisar;Sandýklý;ET TAVUÐU;Kanatlý Hayvan;48500;1309,5;327,4
Afyonkarahisar;Sinanpaþa;ET TAVUÐU;Kanatlý Hayvan;122800;3315,6;829
Afyonkarahisar;Þuhut;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Afyonkarahisar;Sultandaðý;ET TAVUÐU;Kanatlý Hayvan;95041;2566,1;641,6
Afyonkarahisar;Baþmakçý;HÝNDÝ;Kanatlý Hayvan;12400;465;116,3
Afyonkarahisar;Bayat;HÝNDÝ;Kanatlý Hayvan;290;46275;46205
Afyonkarahisar;Bolvadin;HÝNDÝ;Kanatlý Hayvan;1015;38,1;46151
Afyonkarahisar;Çay;HÝNDÝ;Kanatlý Hayvan;500;46252;46207
Afyonkarahisar;Çobanlar;HÝNDÝ;Kanatlý Hayvan;800;30;46149
Afyonkarahisar;Dazkýrý;HÝNDÝ;Kanatlý Hayvan;300;46092;46236
Afyonkarahisar;Dinar;HÝNDÝ;Kanatlý Hayvan;520;46161;46269
Afyonkarahisar;Emirdað;HÝNDÝ;Kanatlý Hayvan;899;33,7;46120
Afyonkarahisar;Evciler;HÝNDÝ;Kanatlý Hayvan;340;46246;46056
Afyonkarahisar;Hocalar;HÝNDÝ;Kanatlý Hayvan;300;46092;46236
Afyonkarahisar;Ýhsaniye;HÝNDÝ;Kanatlý Hayvan;800;30;46149
Afyonkarahisar;Ýscehisar;HÝNDÝ;Kanatlý Hayvan;1750;65,6;46128
Afyonkarahisar;Kýzýlören;HÝNDÝ;Kanatlý Hayvan;150;46178;46113
Afyonkarahisar;Merkez;HÝNDÝ;Kanatlý Hayvan;6400;240;60
Afyonkarahisar;Sandýklý;HÝNDÝ;Kanatlý Hayvan;1984;74,4;46191
Afyonkarahisar;Sinanpaþa;HÝNDÝ;Kanatlý Hayvan;4000;150;37,5
Afyonkarahisar;Þuhut;HÝNDÝ;Kanatlý Hayvan;510;46041;46238
Afyonkarahisar;Sultandaðý;HÝNDÝ;Kanatlý Hayvan;310;46184;46267
Afyonkarahisar;Baþmakçý;KAZ;Kanatlý Hayvan;756;35,4;46242
Afyonkarahisar;Bayat;KAZ;Kanatlý Hayvan;440;46193;46027
Afyonkarahisar;Bolvadin;KAZ;Kanatlý Hayvan;2445;114,4;46201
Afyonkarahisar;Çay;KAZ;Kanatlý Hayvan;700;32,8;46061
Afyonkarahisar;Çobanlar;KAZ;Kanatlý Hayvan;1200;56,2;14
Afyonkarahisar;Dazkýrý;KAZ;Kanatlý Hayvan;205;46182;46114
Afyonkarahisar;Dinar;KAZ;Kanatlý Hayvan;1410;66;46158
Afyonkarahisar;Emirdað;KAZ;Kanatlý Hayvan;361;46281;46057
Afyonkarahisar;Evciler;KAZ;Kanatlý Hayvan;365;46039;46085
Afyonkarahisar;Hocalar;KAZ;Kanatlý Hayvan;150;7;46235
Afyonkarahisar;Ýhsaniye;KAZ;Kanatlý Hayvan;6805;318,5;79,6
Afyonkarahisar;Ýscehisar;KAZ;Kanatlý Hayvan;2800;131;32,8
Afyonkarahisar;Kýzýlören;KAZ;Kanatlý Hayvan;220;46091;46175
Afyonkarahisar;Merkez;KAZ;Kanatlý Hayvan;8000;374,4;93,6
Afyonkarahisar;Sandýklý;KAZ;Kanatlý Hayvan;1850;86,6;46194
Afyonkarahisar;Sinanpaþa;KAZ;Kanatlý Hayvan;4000;187,2;46,8
Afyonkarahisar;Þuhut;KAZ;Kanatlý Hayvan;512;24;6
Afyonkarahisar;Sultandaðý;KAZ;Kanatlý Hayvan;315;46217;46206
Afyonkarahisar;Baþmakçý;ÖRDEK;Kanatlý Hayvan;85;4;1
Afyonkarahisar;Bayat;ÖRDEK;Kanatlý Hayvan;335;46218;46268
Afyonkarahisar;Bolvadin;ÖRDEK;Kanatlý Hayvan;980;45,9;46153
Afyonkarahisar;Çay;ÖRDEK;Kanatlý Hayvan;500;46135;46270
Afyonkarahisar;Çobanlar;ÖRDEK;Kanatlý Hayvan;400;46221;46207
Afyonkarahisar;Dazkýrý;ÖRDEK;Kanatlý Hayvan;160;46149;46266
Afyonkarahisar;Dinar;ÖRDEK;Kanatlý Hayvan;510;46288;6
Afyonkarahisar;Emirdað;ÖRDEK;Kanatlý Hayvan;245;46153;46267
Afyonkarahisar;Evciler;ÖRDEK;Kanatlý Hayvan;125;46270;46143
Afyonkarahisar;Hocalar;ÖRDEK;Kanatlý Hayvan;50;46083;0,6
Afyonkarahisar;Ýhsaniye;ÖRDEK;Kanatlý Hayvan;475;46075;46178
Afyonkarahisar;Ýscehisar;ÖRDEK;Kanatlý Hayvan;1120;52,4;46035
Afyonkarahisar;Kýzýlören;ÖRDEK;Kanatlý Hayvan;110;46027;46082
Afyonkarahisar;Merkez;ÖRDEK;Kanatlý Hayvan;2880;134,8;33,7
Afyonkarahisar;Sandýklý;ÖRDEK;Kanatlý Hayvan;590;46200;46271
Afyonkarahisar;Sinanpaþa;ÖRDEK;Kanatlý Hayvan;2100;98,3;46197
Afyonkarahisar;Þuhut;ÖRDEK;Kanatlý Hayvan;198;46090;46083
Afyonkarahisar;Sultandaðý;ÖRDEK;Kanatlý Hayvan;105;46269;46054
Afyonkarahisar;Baþmakçý;YUMURTA TAVUÐU;Kanatlý Hayvan;4210258;230511,6;57638,3
Afyonkarahisar;Bayat;YUMURTA TAVUÐU;Kanatlý Hayvan;3935;215,4;53,9
Afyonkarahisar;Bolvadin;YUMURTA TAVUÐU;Kanatlý Hayvan;2261256;123803,8;30956,5
Afyonkarahisar;Çay;YUMURTA TAVUÐU;Kanatlý Hayvan;4100;224,5;56,1
Afyonkarahisar;Çobanlar;YUMURTA TAVUÐU;Kanatlý Hayvan;2500;136,9;34,2
Afyonkarahisar;Dazkýrý;YUMURTA TAVUÐU;Kanatlý Hayvan;85830;4699,2;1175
Afyonkarahisar;Dinar;YUMURTA TAVUÐU;Kanatlý Hayvan;203650;11149,8;2788
Afyonkarahisar;Emirdað;YUMURTA TAVUÐU;Kanatlý Hayvan;3600;197,1;49,3
Afyonkarahisar;Evciler;YUMURTA TAVUÐU;Kanatlý Hayvan;2070;113,3;46109
Afyonkarahisar;Hocalar;YUMURTA TAVUÐU;Kanatlý Hayvan;7000;383,3;95,8
Afyonkarahisar;Ýhsaniye;YUMURTA TAVUÐU;Kanatlý Hayvan;763375;41794,8;10450,6
Afyonkarahisar;Ýscehisar;YUMURTA TAVUÐU;Kanatlý Hayvan;2100;115;46231
Afyonkarahisar;Kýzýlören;YUMURTA TAVUÐU;Kanatlý Hayvan;950;52;13
Afyonkarahisar;Merkez;YUMURTA TAVUÐU;Kanatlý Hayvan;10187720;557777,7;139469,5
Afyonkarahisar;Sandýklý;YUMURTA TAVUÐU;Kanatlý Hayvan;1034790;56654,8;14166,2
Afyonkarahisar;Sinanpaþa;YUMURTA TAVUÐU;Kanatlý Hayvan;335000;18341,3;4586,1
Afyonkarahisar;Þuhut;YUMURTA TAVUÐU;Kanatlý Hayvan;2765;151,4;37,9
Afyonkarahisar;Sultandaðý;YUMURTA TAVUÐU;Kanatlý Hayvan;2100;115;46231
Aðrý;Diyadin;AT;Büyükbaþ Hayvan;392;2146,2;46153
Aðrý;Doðubeyazýt;AT;Büyükbaþ Hayvan;598;3274,1;46159
Aðrý;Eleþkirt;AT;Büyükbaþ Hayvan;527;2885,3;46127
Aðrý;Hamur;AT;Büyükbaþ Hayvan;370;2025,8;46244
Aðrý;Merkez;AT;Büyükbaþ Hayvan;605;3312,4;46220
Aðrý;Patnos;AT;Büyükbaþ Hayvan;218;1193,6;46118
Aðrý;Taþlýçay;AT;Büyükbaþ Hayvan;285;1560,4;46120
Aðrý;Tutak;AT;Büyükbaþ Hayvan;235;1286,6;46271
Aðrý;Diyadin;EÞEK;Büyükbaþ Hayvan;645;1765,7;46208
Aðrý;Doðubeyazýt;EÞEK;Büyükbaþ Hayvan;1405;3846,2;46124
Aðrý;Eleþkirt;EÞEK;Büyükbaþ Hayvan;241;659,7;46024
Aðrý;Hamur;EÞEK;Büyükbaþ Hayvan;23;63;0,2
Aðrý;Merkez;EÞEK;Büyükbaþ Hayvan;312;854,1;46205
Aðrý;Patnos;EÞEK;Büyükbaþ Hayvan;345;944,4;3
Aðrý;Taþlýçay;EÞEK;Büyükbaþ Hayvan;204;558,5;46235
Aðrý;Tutak;EÞEK;Büyükbaþ Hayvan;65;177,9;0,6
Aðrý;Diyadin;KATIR;Büyükbaþ Hayvan;38;166,4;0,7
Aðrý;Merkez;KATIR;Büyükbaþ Hayvan;13;56,9;0,2
Aðrý;Taþlýçay;KATIR;Büyükbaþ Hayvan;15;65,7;0,3
Aðrý;Diyadin;MANDA;Büyükbaþ Hayvan;72;525,6;46268
